id,name,type,mimeType,driveId,driveName,parent_id,full_path,createdTime
154-60Nb5Lo85l_O8Qn_5zqoZQYxIw22H,I.11. 재무제표_엔츠_20250630.pdf,file,application/pdf,0ADRmYMCfHI3HUk9PVA,투자실(권한 주의),1MM74ckUP3agYzjZ4EpsclLa4Iz_FhUZu,/투자실(권한 주의)/02. 투자팀/02. 투자_단계별/03. 투자완료(재원별)/01. D.ANGEL (디데이 투자 프로그램)/567. 엔츠_투자/00. 검토자료/I.11. 재무제표_엔츠_20250630.pdf,2026-01-28T01:34:53.908Z
1LOdl4Cmkyl_8wnHHov3l904dJIhm7yXa,II.2. 법인등기사항전부증명서_엔츠_250812.pdf,file,application/pdf,0ADRmYMCfHI3HUk9PVA,투자실(권한 주의),1MM74ckUP3agYzjZ4EpsclLa4Iz_FhUZu,/투자실(권한 주의)/02. 투자팀/02. 투자_단계별/03. 투자완료(재원별)/01. D.ANGEL (디데이 투자 프로그램)/567. 엔츠_투자/00. 검토자료/II.2. 법인등기사항전부증명서_엔츠_250812.pdf,2026-01-28T01:34:53.408Z
16j_kZH00s5i07ZBgALzwvqTGxtlzM0Sz,주요 임직원 이력서,folder,application/vnd.google-apps.folder,0ADRmYMCfHI3HUk9PVA,투자실(권한 주의),1xI_2HKsaJqBIUk-rB4bqMNsOzTwiM74A,/투자실(권한 주의)/02. 투자팀/02. 투자_단계별/03. 투자완료(재원별)/01. D.ANGEL (디데이 투자 프로그램)/567. 엔츠_투자/00. 검토자료/엔츠-디캠프 투자검토 필요서류 회신/엔츠-디캠프 투자검토 필요서류 회신/주요 임직원 이력서,2026-01-28T01:34:54.798Z
1L7q31aP1UCPSViYB3rXU-AeX1HkOF-Yr,이전 투자 계약서,folder,application/vnd.google-apps.folder,0ADRmYMCfHI3HUk9PVA,투자실(권한 주의),1xI_2HKsaJqBIUk-rB4bqMNsOzTwiM74A,/투자실(권한 주의)/02. 투자팀/02. 투자_단계별/03. 투자완료(재원별)/01. D.ANGEL (디데이 투자 프로그램)/567. 엔츠_투자/00. 검토자료/엔츠-디캠프 투자검토 필요서류 회신/엔츠-디캠프 투자검토 필요서류 회신/이전 투자 계약서,2026-01-28T01:34:54.710Z
1xI_2HKsaJqBIUk-rB4bqMNsOzTwiM74A,엔츠-디캠프 투자검토 필요서류 회신,folder,application/vnd.google-apps.folder,0ADRmYMCfHI3HUk9PVA,투자실(권한 주의),1qXG5YrCYjcfaqixR_BRavnHtJDjEclu9,/투자실(권한 주의)/02. 투자팀/02. 투자_단계별/03. 투자완료(재원별)/01. D.ANGEL (디데이 투자 프로그램)/567. 엔츠_투자/00. 검토자료/엔츠-디캠프 투자검토 필요서류 회신/엔츠-디캠프 투자검토 필요서류 회신,2026-01-28T01:34:53.288Z
1qXG5YrCYjcfaqixR_BRavnHtJDjEclu9,엔츠-디캠프 투자검토 필요서류 회신,folder,application/vnd.google-apps.folder,0ADRmYMCfHI3HUk9PVA,투자실(권한 주의),1MM74ckUP3agYzjZ4EpsclLa4Iz_FhUZu,/투자실(권한 주의)/02. 투자팀/02. 투자_단계별/03. 투자완료(재원별)/01. D.ANGEL (디데이 투자 프로그램)/567. 엔츠_투자/00. 검토자료/엔츠-디캠프 투자검토 필요서류 회신,2026-01-28T01:34:52.154Z
1dd6AS14-y7zygLmiq795l3PomQ4ymLbc,01. 임시 및 정기 주주총회 (기타동의 포함),folder,application/vnd.google-apps.folder,0ADRmYMCfHI3HUk9PVA,투자실(권한 주의),1nb5siNynX3mnHDORJ_NXDSkEt-LA6Psu,/투자실(권한 주의)/02. 투자팀/02. 투자_단계별/03. 투자완료(재원별)/01. D.ANGEL (디데이 투자 프로그램)/574. 르몽_투자/02. 사후관리/01. 임시 및 정기 주주총회 (기타동의 포함),2026-01-28T01:32:11.016Z
1sLIsau5Md5HU0-Rnoe6H4d8_4bfsrjz2,02. 투자금사용내역 확인서,folder,application/vnd.google-apps.folder,0ADRmYMCfHI3HUk9PVA,투자실(권한 주의),1nb5siNynX3mnHDORJ_NXDSkEt-LA6Psu,/투자실(권한 주의)/02. 투자팀/02. 투자_단계별/03. 투자완료(재원별)/01. D.ANGEL (디데이 투자 프로그램)/574. 르몽_투자/02. 사후관리/02. 투자금사용내역 확인서,2026-01-28T01:32:04.748Z
1V7Q1ikbojIGOLTuWRWgpbd3S_y3eap36,재단연관기업 및 배치팀 리스트.xlsx의 사본_장상혁.xlsx,file,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,0ADRmYMCfHI3HUk9PVA,투자실(권한 주의),1X8-36VSyQBga_D1qUEpGB95TY99s924P,/투자실(권한 주의)/03. 펀드팀/09. 기타/재단연관기업 및 배치팀 리스트.xlsx의 사본_장상혁.xlsx,2026-01-28T00:53:04.061Z
1ozqcR6O6GKB9qOGg-cz2tJOHCm6csLUf,IV.5. 법인 및 이해관계인 인감증명서(신분증 사본 포함)_르몽,folder,application/vnd.google-apps.folder,0ADRmYMCfHI3HUk9PVA,투자실(권한 주의),1-Akyv9mHYcU2Ew1jRVua730THZSyFYo5,/투자실(권한 주의)/02. 투자팀/02. 투자_단계별/03. 투자완료(재원별)/01. D.ANGEL (디데이 투자 프로그램)/574. 르몽_투자/01. 투자서류/IV.5. 법인 및 이해관계인 인감증명서(신분증 사본 포함)_르몽,2026-01-28T01:18:27.365Z
1yLmUr1X38bh6iJbBc_o9g35p6yFROMdf,03. 기타,folder,application/vnd.google-apps.folder,0ADRmYMCfHI3HUk9PVA,투자실(권한 주의),1KCzwLfm6uTGvgwoVolxzqcCSpTO9z03R,/투자실(권한 주의)/02. 투자팀/02. 투자_단계별/03. 투자완료(재원별)/01. D.ANGEL (디데이 투자 프로그램)/574. 르몽_투자/03. 기타,2026-01-28T01:25:35.223Z
1nb5siNynX3mnHDORJ_NXDSkEt-LA6Psu,02. 사후관리,folder,application/vnd.google-apps.folder,0ADRmYMCfHI3HUk9PVA,투자실(권한 주의),1KCzwLfm6uTGvgwoVolxzqcCSpTO9z03R,/투자실(권한 주의)/02. 투자팀/02. 투자_단계별/03. 투자완료(재원별)/01. D.ANGEL (디데이 투자 프로그램)/574. 르몽_투자/02. 사후관리,2026-01-28T01:25:28.447Z
1-Akyv9mHYcU2Ew1jRVua730THZSyFYo5,01. 투자서류,folder,application/vnd.google-apps.folder,0ADRmYMCfHI3HUk9PVA,투자실(권한 주의),1KCzwLfm6uTGvgwoVolxzqcCSpTO9z03R,/투자실(권한 주의)/02. 투자팀/02. 투자_단계별/03. 투자완료(재원별)/01. D.ANGEL (디데이 투자 프로그램)/574. 르몽_투자/01. 투자서류,2026-01-28T01:22:49.366Z
1_ZTjebIDilwJh-v1vQZ3eT9dPMLkMKB_,00. 검토자료,folder,application/vnd.google-apps.folder,0ADRmYMCfHI3HUk9PVA,투자실(권한 주의),1KCzwLfm6uTGvgwoVolxzqcCSpTO9z03R,/투자실(권한 주의)/02. 투자팀/02. 투자_단계별/03. 투자완료(재원별)/01. D.ANGEL (디데이 투자 프로그램)/574. 르몽_투자/00. 검토자료,2026-01-13T02:29:04.529Z
1krdXYmluc2kUgKUwYBz09jgsEByWdMXQ,I.2. 회사 일반현황_르몽.xlsx,file,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,0ADRmYMCfHI3HUk9PVA,투자실(권한 주의),1_ZTjebIDilwJh-v1vQZ3eT9dPMLkMKB_,/투자실(권한 주의)/02. 투자팀/02. 투자_단계별/03. 투자완료(재원별)/01. D.ANGEL (디데이 투자 프로그램)/574. 르몽_투자/00. 검토자료/I.2. 회사 일반현황_르몽.xlsx,2026-01-13T02:29:09.523Z
1wC-NLZxgXwXO09E_Jl8-scBNgJK7ZsRx,IV.3. 르몽_개정정관(최종)_20250513_원본대조필.pdf,file,application/pdf,0ADRmYMCfHI3HUk9PVA,투자실(권한 주의),1-Akyv9mHYcU2Ew1jRVua730THZSyFYo5,/투자실(권한 주의)/02. 투자팀/02. 투자_단계별/03. 투자완료(재원별)/01. D.ANGEL (디데이 투자 프로그램)/574. 르몽_투자/01. 투자서류/IV.3. 르몽_개정정관(최종)_20250513_원본대조필.pdf,2026-01-13T02:29:10.866Z
1Hu6Uxz1R_lCl9q5s2AZCGI3GKdRFuz0E,IV.2. 사업자등록증_르몽,file,application/pdf,0ADRmYMCfHI3HUk9PVA,투자실(권한 주의),1-Akyv9mHYcU2Ew1jRVua730THZSyFYo5,/투자실(권한 주의)/02. 투자팀/02. 투자_단계별/03. 투자완료(재원별)/01. D.ANGEL (디데이 투자 프로그램)/574. 르몽_투자/01. 투자서류/IV.2. 사업자등록증_르몽,2026-01-13T02:29:10.424Z
1qd8dpd5eUD90fN9vRPh9bmF9rjdF-76M,IV.4. 주주명부_르몽,file,application/pdf,0ADRmYMCfHI3HUk9PVA,투자실(권한 주의),1-Akyv9mHYcU2Ew1jRVua730THZSyFYo5,/투자실(권한 주의)/02. 투자팀/02. 투자_단계별/03. 투자완료(재원별)/01. D.ANGEL (디데이 투자 프로그램)/574. 르몽_투자/01. 투자서류/IV.4. 주주명부_르몽,2026-01-13T02:29:10.933Z
1_JR5FHRH9JVkeBKTEAU6wRNi9XOsC-68,IV.6. 신주식청약서_르몽,file,application/pdf,0ADRmYMCfHI3HUk9PVA,투자실(권한 주의),1-Akyv9mHYcU2Ew1jRVua730THZSyFYo5,/투자실(권한 주의)/02. 투자팀/02. 투자_단계별/03. 투자완료(재원별)/01. D.ANGEL (디데이 투자 프로그램)/574. 르몽_투자/01. 투자서류/IV.6. 신주식청약서_르몽,2026-01-20T07:21:13.224Z
1LIl5hjuRNH3anh2Te7Pn6d3IAod4GF35,III.1. 이사회의사록_르몽,file,application/pdf,0ADRmYMCfHI3HUk9PVA,투자실(권한 주의),1-Akyv9mHYcU2Ew1jRVua730THZSyFYo5,/투자실(권한 주의)/02. 투자팀/02. 투자_단계별/03. 투자완료(재원별)/01. D.ANGEL (디데이 투자 프로그램)/574. 르몽_투자/01. 투자서류/III.1. 이사회의사록_르몽,2026-01-13T02:29:12.860Z
1_clQFgERpAz7ywQ1_y34NXXKJu8MgFIs,IV.1. 투자계약서_르몽,file,application/pdf,0ADRmYMCfHI3HUk9PVA,투자실(권한 주의),1-Akyv9mHYcU2Ew1jRVua730THZSyFYo5,/투자실(권한 주의)/02. 투자팀/02. 투자_단계별/03. 투자완료(재원별)/01. D.ANGEL (디데이 투자 프로그램)/574. 르몽_투자/01. 투자서류/IV.1. 투자계약서_르몽,2026-01-13T05:17:44.436Z
1pU_p5hMoXHrPFcyvw4yqtH3ZTwebbZ0B,V.1. 주권미발행확인서_르몽,file,application/pdf,0ADRmYMCfHI3HUk9PVA,투자실(권한 주의),1-Akyv9mHYcU2Ew1jRVua730THZSyFYo5,/투자실(권한 주의)/02. 투자팀/02. 투자_단계별/03. 투자완료(재원별)/01. D.ANGEL (디데이 투자 프로그램)/574. 르몽_투자/01. 투자서류/V.1. 주권미발행확인서_르몽,2026-01-13T05:19:10.471Z
11Sc5sZLiRKFdevHeb55KauwR9w-m7NHf,V.2. 주식인수증_르몽,file,application/pdf,0ADRmYMCfHI3HUk9PVA,투자실(권한 주의),1-Akyv9mHYcU2Ew1jRVua730THZSyFYo5,/투자실(권한 주의)/02. 투자팀/02. 투자_단계별/03. 투자완료(재원별)/01. D.ANGEL (디데이 투자 프로그램)/574. 르몽_투자/01. 투자서류/V.2. 주식인수증_르몽,2026-01-20T07:21:22.968Z
1b2q0GT2ZfLXnyHTJekDP7ghqqHKsqvFp,III.2. 주식금액납입계좌_르몽,file,application/pdf,0ADRmYMCfHI3HUk9PVA,투자실(권한 주의),1-Akyv9mHYcU2Ew1jRVua730THZSyFYo5,/투자실(권한 주의)/02. 투자팀/02. 투자_단계별/03. 투자완료(재원별)/01. D.ANGEL (디데이 투자 프로그램)/574. 르몽_투자/01. 투자서류/III.2. 주식금액납입계좌_르몽,2026-01-13T02:29:10.607Z
1QiSWEpGpcpOsxKxc2AYi-6BHf3QVnVmh,II.3. 납세증명서_르몽.pdf,file,application/pdf,0ADRmYMCfHI3HUk9PVA,투자실(권한 주의),1-Akyv9mHYcU2Ew1jRVua730THZSyFYo5,/투자실(권한 주의)/02. 투자팀/02. 투자_단계별/03. 투자완료(재원별)/01. D.ANGEL (디데이 투자 프로그램)/574. 르몽_투자/01. 투자서류/II.3. 납세증명서_르몽.pdf,2026-01-13T02:30:03.640Z
1YQTYJ0q9CfbekbMcFJmZAl0R0pqUYnMT,II.4. 납세사실증명서_르몽.pdf,file,application/pdf,0ADRmYMCfHI3HUk9PVA,투자실(권한 주의),1-Akyv9mHYcU2Ew1jRVua730THZSyFYo5,/투자실(권한 주의)/02. 투자팀/02. 투자_단계별/03. 투자완료(재원별)/01. D.ANGEL (디데이 투자 프로그램)/574. 르몽_투자/01. 투자서류/II.4. 납세사실증명서_르몽.pdf,2026-01-13T02:29:10.149Z
1l4TddtBkc7Sj4rqAlLgRQJDnFsoESIr7,II.2. 법인등기사항전부증명서_르몽_260107.pdf,file,application/pdf,0ADRmYMCfHI3HUk9PVA,투자실(권한 주의),1-Akyv9mHYcU2Ew1jRVua730THZSyFYo5,/투자실(권한 주의)/02. 투자팀/02. 투자_단계별/03. 투자완료(재원별)/01. D.ANGEL (디데이 투자 프로그램)/574. 르몽_투자/01. 투자서류/II.2. 법인등기사항전부증명서_르몽_260107.pdf,2026-01-13T02:29:10.752Z
1AKo6nOW9xH9DnmqwEwVbtpifZe3SwxSp,I.1. 르몽_사업계획서 포함_디캠프 IR 최종.pdf,file,application/pdf,0ADRmYMCfHI3HUk9PVA,투자실(권한 주의),1_ZTjebIDilwJh-v1vQZ3eT9dPMLkMKB_,/투자실(권한 주의)/02. 투자팀/02. 투자_단계별/03. 투자완료(재원별)/01. D.ANGEL (디데이 투자 프로그램)/574. 르몽_투자/00. 검토자료/I.1. 르몽_사업계획서 포함_디캠프 IR 최종.pdf,2026-01-13T02:29:36.625Z
1_2LD-6t8OJqnWIg5V22S3p-4pToUzrIV,I.8. 르몽_투자조건(termsheet)_기존리드사 자료.pdf,file,application/pdf,0ADRmYMCfHI3HUk9PVA,투자실(권한 주의),1_ZTjebIDilwJh-v1vQZ3eT9dPMLkMKB_,/투자실(권한 주의)/02. 투자팀/02. 투자_단계별/03. 투자완료(재원별)/01. D.ANGEL (디데이 투자 프로그램)/574. 르몽_투자/00. 검토자료/I.8. 르몽_투자조건(termsheet)_기존리드사 자료.pdf,2026-01-13T02:29:10.325Z
1ueraD03A8aKhhftnsdeRhR_RwlBhwgs-,I.9. cap table(이전 투자 내역 포함)_르몽.xlsx,file,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,0ADRmYMCfHI3HUk9PVA,투자실(권한 주의),1_ZTjebIDilwJh-v1vQZ3eT9dPMLkMKB_,/투자실(권한 주의)/02. 투자팀/02. 투자_단계별/03. 투자완료(재원별)/01. D.ANGEL (디데이 투자 프로그램)/574. 르몽_투자/00. 검토자료/I.9. cap table(이전 투자 내역 포함)_르몽.xlsx,2026-01-13T02:29:10.078Z
1UETb7KwWuUgyeHAn1HWJxHmRtg_e2hAq,I.10. 주식매수선택권(스톡옵션) 발행 리스트_르몽.xlsx,file,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,0ADRmYMCfHI3HUk9PVA,투자실(권한 주의),1_ZTjebIDilwJh-v1vQZ3eT9dPMLkMKB_,/투자실(권한 주의)/02. 투자팀/02. 투자_단계별/03. 투자완료(재원별)/01. D.ANGEL (디데이 투자 프로그램)/574. 르몽_투자/00. 검토자료/I.10. 주식매수선택권(스톡옵션) 발행 리스트_르몽.xlsx,2026-01-13T02:29:06.740Z
1g7XnIgebdPZkb9PeQqLFev_qlAI28NAO,I.12. 차입금현황_르몽.xlsx,file,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,0ADRmYMCfHI3HUk9PVA,투자실(권한 주의),1_ZTjebIDilwJh-v1vQZ3eT9dPMLkMKB_,/투자실(권한 주의)/02. 투자팀/02. 투자_단계별/03. 투자완료(재원별)/01. D.ANGEL (디데이 투자 프로그램)/574. 르몽_투자/00. 검토자료/I.12. 차입금현황_르몽.xlsx,2026-01-13T02:29:07.343Z
1rZx3Pe3F5l4NIlxOQjrQmlMvG5yTJCld,I.17. 주요 임직원 급여 현황_르몽.xlsx,file,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,0ADRmYMCfHI3HUk9PVA,투자실(권한 주의),1_ZTjebIDilwJh-v1vQZ3eT9dPMLkMKB_,/투자실(권한 주의)/02. 투자팀/02. 투자_단계별/03. 투자완료(재원별)/01. D.ANGEL (디데이 투자 프로그램)/574. 르몽_투자/00. 검토자료/I.17. 주요 임직원 급여 현황_르몽.xlsx,2026-01-13T02:29:09.414Z
1DGgWyxPyb9SCQbqDdCrpYstOliqAI4MA,I.11. 재무제표 및 부속명세서_르몽,file,application/pdf,0ADRmYMCfHI3HUk9PVA,투자실(권한 주의),1_ZTjebIDilwJh-v1vQZ3eT9dPMLkMKB_,/투자실(권한 주의)/02. 투자팀/02. 투자_단계별/03. 투자완료(재원별)/01. D.ANGEL (디데이 투자 프로그램)/574. 르몽_투자/00. 검토자료/I.11. 재무제표 및 부속명세서_르몽,2026-01-13T02:29:08.921Z
18udnbJpRJwI7VO-65MJ687LLEUdF25y-,IV.4. 주주명부_르몽,file,application/pdf,0ADRmYMCfHI3HUk9PVA,투자실(권한 주의),1_ZTjebIDilwJh-v1vQZ3eT9dPMLkMKB_,/투자실(권한 주의)/02. 투자팀/02. 투자_단계별/03. 투자완료(재원별)/01. D.ANGEL (디데이 투자 프로그램)/574. 르몽_투자/00. 검토자료/IV.4. 주주명부_르몽,2026-01-13T02:29:07.313Z
18SBrq7-oHZZJnU2sC8E9B1CCNi1SdBQX,II.2. 법인등기사항전부증명서_르몽,file,application/pdf,0ADRmYMCfHI3HUk9PVA,투자실(권한 주의),1_ZTjebIDilwJh-v1vQZ3eT9dPMLkMKB_,/투자실(권한 주의)/02. 투자팀/02. 투자_단계별/03. 투자완료(재원별)/01. D.ANGEL (디데이 투자 프로그램)/574. 르몽_투자/00. 검토자료/II.2. 법인등기사항전부증명서_르몽,2026-01-13T02:29:55.012Z
1kgb6WHJeETv-ppRdeFw_w8dkCFPdZTRq,IV.3. 정관_르몽,file,application/pdf,0ADRmYMCfHI3HUk9PVA,투자실(권한 주의),1_ZTjebIDilwJh-v1vQZ3eT9dPMLkMKB_,/투자실(권한 주의)/02. 투자팀/02. 투자_단계별/03. 투자완료(재원별)/01. D.ANGEL (디데이 투자 프로그램)/574. 르몽_투자/00. 검토자료/IV.3. 정관_르몽,2026-01-13T02:30:00.191Z
1MbN_ngMoxCKSR7eoVbfKhLUp0BueJ1DS,I.13. 이전 투자계약서_르몽,file,application/zip,0ADRmYMCfHI3HUk9PVA,투자실(권한 주의),1_ZTjebIDilwJh-v1vQZ3eT9dPMLkMKB_,/투자실(권한 주의)/02. 투자팀/02. 투자_단계별/03. 투자완료(재원별)/01. D.ANGEL (디데이 투자 프로그램)/574. 르몽_투자/00. 검토자료/I.13. 이전 투자계약서_르몽,2026-01-13T02:29:51.630Z
1GYOpGNSWGETINzePKdBwf2T2BBEhU2ni,II.3. 납세증명서_지방세_르몽,file,application/pdf,0ADRmYMCfHI3HUk9PVA,투자실(권한 주의),1_ZTjebIDilwJh-v1vQZ3eT9dPMLkMKB_,/투자실(권한 주의)/02. 투자팀/02. 투자_단계별/03. 투자완료(재원별)/01. D.ANGEL (디데이 투자 프로그램)/574. 르몽_투자/00. 검토자료/II.3. 납세증명서_지방세_르몽,2026-01-13T02:29:08.856Z
1WDPkEs6-pZTI3FxKFb8SZg0PmisQBx5D,II.3. 납세증명서_국세_르몽,file,application/pdf,0ADRmYMCfHI3HUk9PVA,투자실(권한 주의),1_ZTjebIDilwJh-v1vQZ3eT9dPMLkMKB_,/투자실(권한 주의)/02. 투자팀/02. 투자_단계별/03. 투자완료(재원별)/01. D.ANGEL (디데이 투자 프로그램)/574. 르몽_투자/00. 검토자료/II.3. 납세증명서_국세_르몽,2026-01-13T02:29:08.119Z
1GG_yh7jm2tHFo-hxaEklKF8gclnW1Vi7,IV.2. 사업자등록증_르몽,file,application/pdf,0ADRmYMCfHI3HUk9PVA,투자실(권한 주의),1_ZTjebIDilwJh-v1vQZ3eT9dPMLkMKB_,/투자실(권한 주의)/02. 투자팀/02. 투자_단계별/03. 투자완료(재원별)/01. D.ANGEL (디데이 투자 프로그램)/574. 르몽_투자/00. 검토자료/IV.2. 사업자등록증_르몽,2026-01-13T02:29:10.016Z
1u7FQ-zrWNGaOAojnuSFHrv4Z3F7XDEx9,VI.2. 납입후 법인등기사항전부증명서_르몽_260127,file,application/pdf,0ADRmYMCfHI3HUk9PVA,투자실(권한 주의),1-Akyv9mHYcU2Ew1jRVua730THZSyFYo5,/투자실(권한 주의)/02. 투자팀/02. 투자_단계별/03. 투자완료(재원별)/01. D.ANGEL (디데이 투자 프로그램)/574. 르몽_투자/01. 투자서류/VI.2. 납입후 법인등기사항전부증명서_르몽_260127,2026-01-28T00:33:10.000Z
1Qfy4D-iIDJu9MzOpitYYO1YiRItBykUn,VI.1. 납입후 주주명부_르몽_260127,file,application/pdf,0ADRmYMCfHI3HUk9PVA,투자실(권한 주의),1-Akyv9mHYcU2Ew1jRVua730THZSyFYo5,/투자실(권한 주의)/02. 투자팀/02. 투자_단계별/03. 투자완료(재원별)/01. D.ANGEL (디데이 투자 프로그램)/574. 르몽_투자/01. 투자서류/VI.1. 납입후 주주명부_르몽_260127,2026-01-28T00:33:10.000Z
12CCMjcUSfXEpOmJJFNPAeeIP3CO5lReOb4OYsT-Ik1A,2026년 투자심사위원회(직접투자분과) 정기일정표,file,application/vnd.google-apps.document,0ADRmYMCfHI3HUk9PVA,투자실(권한 주의),14cvjoLtdRIImaR10lrk7JmgMSKU1Z096,/투자실(권한 주의)/08. 투자심사위원회/2026/2026년 고정일정/추가일정 논의(투전-투자)/2026년 투자심사위원회(직접투자분과) 정기일정표,2025-12-03T00:03:26.621Z
1lDEkOSzVhWfM1xPUpCH2Q1J37KO4yB9m,"IV.2. 사업자등록증_피트인 (의왕본점, 교욱서비스업).pdf",file,application/pdf,0ADRmYMCfHI3HUk9PVA,투자실(권한 주의),1XugNs-8q46AMP380EFNPHIdY6ZVFonfx,"/투자실(권한 주의)/02. 투자팀/02. 투자_단계별/03. 투자완료(재원별)/01. D.ANGEL (디데이 투자 프로그램)/564. 피트인_투자/01. 투자서류/IV.2. 사업자등록증_피트인 (의왕본점, 교욱서비스업).pdf",2026-01-26T05:09:08.670Z
1rxxaGHK1U4W-DCqP_2TDf8uw7mqXP9CAUOn5dgi55sc,패밀리사 전체기업정보,file,application/vnd.google-apps.spreadsheet,0ANZ0zrjYd7mCUk9PVA,My Drive,,/My Drive/패밀리사 전체기업정보,2026-01-08T10:33:15.574Z
